,Species,gps,Year,nivalis_2007_18km,nivalis_2008_18km,nivalis_2009_18km,nivalis_2010_18km,nivalis_2011_18km,nivalis_2012_18km,nivalis_2013_18km,nivalis_2014_18km,nivalis_2015_18km,nivalis_2016_18km,nivalis_2017_18km,nivalis_2018_18km,nivalis_2019_18km,nivalis_2020_18km,nivalis_2021_18km,alpestris_2007_18km,alpestris_2008_18km,alpestris_2009_18km,alpestris_2010_18km,alpestris_2011_18km,alpestris_2012_18km,alpestris_2013_18km,alpestris_2014_18km,alpestris_2015_18km,alpestris_2016_18km,alpestris_2017_18km,alpestris_2018_18km,alpestris_2019_18km,alpestris_2020_18km,alpestris_2021_18km,mexicanus_2007_18km,mexicanus_2008_18km,mexicanus_2009_18km,mexicanus_2010_18km,mexicanus_2011_18km,mexicanus_2012_18km,mexicanus_2013_18km,mexicanus_2014_18km,mexicanus_2015_18km,mexicanus_2016_18km,mexicanus_2017_18km,mexicanus_2018_18km,mexicanus_2019_18km,mexicanus_2020_18km,mexicanus_2021_18km
422,Brachiacantha ursina,"(45.1462445, -76.15426667)",2020,6,5,3,4,3,4,1,2,4,11,28,17,12,24,19,1,3,1,1,1,1,0,5,0,0,11,7,5,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,Brachiacantha ursina,"(45.1398803726, -76.3842842728)",2020,1,0,1,2,1,6,3,6,5,9,4,12,6,10,11,0,0,0,0,0,2,0,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,Brachiacantha ursina,"(29.5673840266, -98.6215306772)",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,Brachiacantha ursina,"(43.7315448, -70.55592216)",2020,1,1,2,1,1,4,3,4,3,2,1,3,1,5,2,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,Brachiacantha ursina,"(43.4203083537, -70.8068458714)",2020,1,1,1,1,2,6,7,2,9,8,3,3,3,3,7,0,0,1,1,3,4,4,2,7,4,4,2,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,Brachiacantha ursina,"(43.4052610061, -70.6291388366)",2020,7,11,8,9,9,14,31,12,14,24,26,26,21,23,26,3,3,3,6,12,11,8,14,16,11,17,13,12,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,Brachiacantha ursina,"(41.9179737222, -91.4127152222)",2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,0,5,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,Brachiacantha ursina,"(42.7062835973, -92.4482536688)",2020,0,0,0,0,0,2,1,1,0,0,0,0,0,6,1,0,0,1,1,0,1,0,0,1,0,1,2,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,Brachiacantha ursina,"(44.9627330833, -70.6396993056)",2020,0,0,0,0,0,0,0,2,1,2,1,1,0,2,1,0,0,0,0,0,0,0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,Brachiacantha ursina,"(35.3030017149, -80.7406284222)",2020,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,6,7,4,2,4,3,2,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,Brachiacantha ursina,"(40.4973506783, -86.8305306284)",2020,0,7,2,4,3,1,2,5,13,7,1,13,0,0,33,7,18,20,15,11,13,29,16,37,25,30,41,43,25,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,Brachiacantha ursina,"(41.1364489625, -85.0296716743)",2020,1,4,2,1,2,0,0,1,1,2,1,5,0,2,11,1,1,2,1,2,2,2,4,5,1,2,13,7,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,Brachiacantha ursina,"(40.0622222222, -85.6661111111)",2020,0,0,0,0,0,0,0,1,0,0,0,1,0,1,13,0,0,1,0,0,0,1,3,3,3,1,11,6,42,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,Brachiacantha ursina,"(42.3010458515, -72.240741828)",2020,5,10,12,10,5,7,5,11,8,11,10,4,13,12,9,2,1,3,1,1,0,3,4,1,2,4,4,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,Brachiacantha ursina,"(42.641375, -72.22422)",2020,4,2,4,0,4,1,3,1,1,5,9,12,7,7,10,6,0,4,1,0,2,4,2,4,9,10,10,6,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,Brachiacantha ursina,"(39.230645, -76.00134167)",2020,1,0,1,3,5,0,0,22,2,1,2,1,0,0,0,7,28,23,57,49,47,34,34,48,33,42,38,37,74,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,Brachiacantha ursina,"(39.06234005, -76.6174212937)",2020,0,0,0,1,1,3,1,6,2,2,0,0,0,0,0,0,0,3,1,4,5,3,2,2,2,6,2,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,Brachiacantha ursina,"(39.98037, -74.86783667)",2020,1,0,2,0,1,5,1,1,1,1,1,1,2,1,16,0,1,6,10,8,5,6,8,15,12,8,19,20,29,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,Brachiacantha ursina,"(40.6979633603, -74.0541053012)",2020,8,10,14,12,25,27,39,39,24,26,34,17,12,13,23,3,8,6,4,4,8,9,21,22,11,6,8,10,20,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,Brachiacantha ursina,"(42.3871305556, -71.1459777778)",2020,14,27,24,29,43,32,63,40,35,49,48,32,26,38,51,8,9,16,9,14,10,15,9,15,19,21,15,12,27,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,Brachiacantha ursina,"(43.656176875, -73.919632)",2020,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,Brachiacantha ursina,"(42.4523631949, -76.4786469844)",2020,18,21,17,17,22,24,42,67,42,61,56,76,37,54,61,21,16,22,20,24,33,62,50,69,68,46,56,55,73,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,Brachiacantha ursina,"(42.0089016066, -74.1072832469)",2020,1,2,1,1,2,6,10,7,5,10,18,22,8,13,11,0,0,0,0,0,5,4,6,1,8,7,8,8,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,Brachiacantha ursina,"(40.9198782173, -73.0875218102)",2020,0,6,2,2,2,2,6,4,3,5,5,5,3,4,3,0,0,1,0,1,0,0,0,4,1,1,2,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,Brachiacantha ursina,"(43.3306976637, -73.8575628899)",2020,0,0,1,0,0,1,3,0,1,1,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,Brachiacantha ursina,"(42.88025, -73.814675)",2020,2,2,5,5,7,5,7,16,2,4,12,15,17,15,39,0,2,0,0,0,4,2,5,6,0,5,3,6,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,Brachiacantha ursina,"(42.6791119123, -73.900806937)",2020,2,5,2,1,3,2,11,21,6,8,25,12,7,12,19,0,0,0,0,1,1,0,4,7,3,4,3,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,Brachiacantha ursina,"(42.6310016667, -70.8475366667)",2020,43,40,46,27,66,54,72,77,50,68,79,78,68,81,112,25,30,30,20,21,24,36,31,23,34,33,25,37,44,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,Brachiacantha ursina,"(42.4579666667, -73.25377)",2020,4,2,4,2,3,1,2,10,5,19,10,13,13,16,22,0,0,0,0,0,0,0,4,5,1,6,3,2,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,Brachiacantha ursina,"(42.1566, -70.74231667)",2020,11,10,13,11,10,12,17,26,10,18,20,19,20,27,34,7,16,13,7,13,18,12,12,9,16,6,12,16,34,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,Brachiacantha ursina,"(42.1269078081, -71.7165593252)",2020,0,0,2,3,2,2,2,1,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,Brachiacantha ursina,"(30.25725333, -88.11218333)",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,Brachiacantha ursina,"(42.3780711995, -72.4794999853)",2020,24,20,22,25,18,14,62,51,34,25,37,38,47,59,64,27,16,14,11,22,30,35,46,43,40,38,42,36,47,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,Brachiacantha ursina,"(42.4040269303, -71.1863730455)",2020,17,28,21,28,34,27,59,45,27,37,37,27,20,31,40,9,10,18,11,12,8,16,12,20,18,21,14,9,23,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,Brachiacantha ursina,"(42.8546807633, -70.9403595399)",2020,64,66,47,60,74,53,75,88,72,75,73,100,93,127,203,45,51,34,35,37,28,39,46,35,41,41,44,50,56,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,Brachiacantha ursina,"(41.843344, -71.2691779722)",2020,0,1,0,0,0,2,1,4,1,2,4,7,4,6,4,0,1,0,0,0,1,2,1,1,5,2,5,2,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,Brachiacantha ursina,"(41.60878333, -72.23518333)",2020,0,0,4,1,1,1,1,0,0,3,0,2,0,2,4,0,0,1,0,0,1,1,1,2,2,1,4,2,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,Brachiacantha ursina,"(41.60873833, -72.235305)",2020,0,0,4,1,1,1,1,0,0,3,0,2,0,2,4,0,0,1,0,0,1,1,1,2,2,1,4,2,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,Brachiacantha ursina,"(30.2394355093, -81.7023825645)",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,Brachiacantha ursina,"(27.27020485, -82.53510602)",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,Brachiacantha ursina,"(44.43741167, -111.43926167)",2020,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,2,0,0,2,0,1,3,2,1,1,2,3,1,2,0,3,1,2,1,8,2,1,4,5,3,8,8
463,Brachiacantha ursina,"(41.0235081111, -83.6832183056)",2020,0,11,6,7,1,9,13,20,20,21,13,13,8,5,10,14,51,55,43,17,51,52,88,81,43,42,43,42,55,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,Brachiacantha ursina,"(39.2116365556, -84.2283465556)",2020,1,2,1,0,1,0,0,7,0,0,0,2,0,0,0,2,5,4,4,5,2,3,3,9,2,5,3,4,14,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,Brachiacantha ursina,"(41.25748, -82.06161383)",2020,0,2,3,2,6,1,2,8,3,1,0,4,5,5,4,1,7,3,7,11,12,10,18,14,14,12,17,30,27,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,Brachiacantha ursina,"(39.2929722222, -84.6854611111)",2020,0,0,3,1,2,1,0,14,7,0,0,0,0,0,0,7,13,13,11,15,20,18,29,20,13,7,8,7,19,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,Brachiacantha ursina,"(39.9492638889, -82.9244722222)",2020,3,0,3,1,2,3,5,4,0,0,0,0,0,0,3,3,0,5,3,4,8,15,10,10,5,8,11,8,21,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,Brachiacantha ursina,"(40.17228667, -82.96363833)",2020,2,4,3,3,2,3,20,5,3,2,0,1,0,7,16,2,8,12,19,11,16,5,11,14,4,14,24,20,23,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,Brachiacantha ursina,"(39.65662833, -84.22654667)",2020,0,0,3,0,0,0,0,18,5,2,0,0,1,0,8,0,1,3,1,0,3,12,14,22,11,7,5,8,18,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,Brachiacantha ursina,"(39.1097009097, -84.5786263649)",2020,4,1,1,0,0,0,0,2,0,0,1,4,0,1,0,4,5,5,2,10,3,9,6,10,3,7,6,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,Brachiacantha ursina,"(40.78335833, -81.91716667)",2020,1,0,0,2,5,0,3,10,4,1,1,7,1,4,12,10,8,5,7,12,10,14,18,28,28,38,31,71,99,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,Brachiacantha ursina,"(41.843595, -88.40012167)",2020,1,4,3,4,8,15,41,34,17,25,15,23,10,8,27,3,10,21,27,31,73,115,116,69,48,81,84,61,48,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,Brachiacantha ursina,"(40.0507797487, -105.2879829325)",2020,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,11,10,16,24,50,51,47,42,44,41,54,47,55,66,61,29,35,33,31,27,50,44,33,29,50,52,79,81,79,97
474,Brachiacantha ursina,"(37.0659026804, -104.4676893988)",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,4,0,0,2,1,1,8,3,0,0,1,0,0,0,0,0,0,1,1,4,1,1,0
475,Brachiacantha ursina,"(40.2470734902, -105.2217618843)",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,14,16,27,27,57,43,28,25,33,39,43,87,86,3,7,22,19,22,39,29,5,18,35,52,73,72,82,86
476,Brachiacantha ursina,"(42.4529231899, -83.0654074252)",2020,0,0,1,0,7,2,3,2,8,4,2,2,1,4,5,0,1,0,1,3,3,4,7,12,4,6,10,10,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,Brachiacantha ursina,"(42.687355, -82.90841667)",2020,4,1,1,2,8,9,25,22,27,30,25,30,16,13,37,2,4,5,7,5,22,37,50,56,60,50,49,39,75,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,Brachiacantha ursina,"(42.6711269722, -83.019096)",2020,0,0,1,2,3,1,15,10,21,20,13,26,11,3,13,2,4,6,9,9,16,30,39,47,59,59,53,40,62,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,Brachiacantha ursina,"(44.9974400613, -93.1737218052)",2020,3,1,2,2,1,4,2,3,9,6,5,13,17,14,21,1,1,2,1,1,1,2,5,7,10,11,18,17,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,Brachiacantha ursina,"(42.671058, -83.019406)",2020,0,0,1,2,3,1,15,10,21,20,13,26,11,3,13,2,4,6,9,9,16,30,39,47,59,59,53,40,62,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,Brachiacantha ursina,"(42.9270644693, -82.8855183721)",2020,0,0,2,0,1,0,5,13,6,14,11,7,7,13,21,0,1,1,0,1,1,1,5,9,4,11,15,11,34,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,Brachiacantha ursina,"(42.51628833, -83.22969667)",2020,1,0,2,0,1,3,3,1,6,2,1,2,1,1,1,4,9,11,6,14,12,19,10,21,7,20,15,16,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,Brachiacantha ursina,"(42.2597869, -83.1847078)",2020,1,6,2,1,3,3,5,4,5,9,5,2,6,7,16,2,4,4,3,3,3,2,10,24,18,30,30,34,36,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,Brachiacantha ursina,"(44.9008759716, -93.4752004273)",2020,0,1,0,3,1,0,2,1,3,0,2,2,5,3,5,0,3,2,1,1,4,1,2,2,5,5,18,7,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,Brachiacantha ursina,"(46.3195643578, -93.4841486067)",2020,1,1,0,0,0,0,2,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,Brachiacantha ursina,"(44.9179965, -93.2354335833)",2020,4,2,2,2,2,4,4,3,9,6,4,12,17,12,22,1,2,2,1,1,4,4,5,7,12,10,20,17,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,Brachiacantha ursina,"(48.9388305556, -101.4134833333)",2020,0,0,0,0,0,0,0,0,1,5,11,3,4,5,8,0,1,1,0,3,6,1,7,14,10,27,18,17,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,Brachiacantha ursina,"(28.0979364997, -82.2418097997)",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,Brachiacantha ursina,"(42.13803883, -83.29174167)",2020,1,4,2,5,3,7,11,11,12,10,10,4,5,6,22,5,10,11,18,23,27,19,25,44,38,59,41,31,50,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,Brachiacantha ursina,"(43.8741472222, -73.0055361111)",2021,2,7,7,1,8,2,3,6,1,10,17,9,6,5,15,0,0,0,0,1,2,2,1,1,2,6,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,Brachiacantha ursina,"(44.5128133333, -73.2419966667)",2021,19,16,16,17,14,20,23,27,31,41,44,43,28,46,74,2,4,1,0,1,3,0,6,4,3,5,3,6,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,Brachiacantha ursina,"(44.4850263047, -73.2048057765)",2021,17,14,16,17,16,28,26,33,34,52,52,54,32,56,88,5,3,1,0,1,3,0,6,7,4,5,3,7,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,Brachiacantha ursina,"(44.837925, -73.1796333333)",2021,9,6,7,6,8,19,14,26,25,35,55,65,70,38,71,3,3,0,1,4,2,2,4,7,5,15,6,13,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,Brachiacantha ursina,"(43.071915955, -72.6543806842)",2021,1,0,4,5,9,13,12,15,10,5,5,7,8,15,21,1,1,0,3,4,2,4,2,3,2,3,4,6,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,Brachiacantha ursina,"(44.2452440936, -72.5225120502)",2021,1,1,2,4,5,3,12,18,5,7,7,6,11,11,15,0,0,0,0,1,0,1,2,2,3,1,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,Brachiacantha ursina,"(43.538940869, -72.4005430564)",2021,1,0,5,0,5,9,9,10,5,7,11,11,3,12,8,0,0,0,0,3,4,6,3,3,3,3,7,3,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,Brachiacantha ursina,"(43.1324416667, -72.525925)",2021,4,0,7,7,17,16,17,23,31,14,19,11,27,25,36,3,5,1,3,11,4,12,10,18,7,11,10,15,11,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,Brachiacantha ursina,"(44.0394505968, -73.2777742669)",2021,6,24,14,31,66,66,143,171,85,97,143,104,117,94,282,6,22,13,22,36,39,42,38,38,21,39,42,38,27,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,Brachiacantha ursina,"(44.8097416667, -72.1993033333)",2021,0,3,1,4,6,2,10,9,6,6,7,10,4,6,7,0,0,0,0,1,0,0,2,2,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,Brachiacantha ursina,"(44.0397154739, -73.2780689746)",2021,6,24,14,31,66,66,144,171,85,97,143,105,117,94,283,6,22,13,22,36,39,43,38,38,21,39,42,38,27,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,Brachiacantha ursina,"(44.5045333333, -71.8501666667)",2021,0,0,0,0,0,2,1,1,4,3,3,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,Brachiacantha ursina,"(44.37873, -72.9438166667)",2021,6,2,3,5,4,7,11,14,4,16,13,11,13,14,18,0,0,0,0,0,0,1,0,2,0,0,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,Brachiacantha ursina,"(44.6111760278, -73.0094855)",2021,2,0,4,2,0,5,3,3,4,6,7,4,9,5,20,0,2,0,0,1,0,0,0,0,0,1,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,Brachiacantha ursina,"(43.132175, -72.5251833333)",2021,4,0,7,7,17,16,17,23,31,14,19,11,27,25,36,3,5,1,3,11,4,12,10,18,7,11,10,15,11,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,Brachiacantha ursina,"(42.8639440734, -72.5685146043)",2021,7,2,4,5,18,12,11,24,12,13,6,11,16,10,27,7,2,1,0,7,15,11,26,15,4,7,2,11,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,Brachiacantha ursina,"(44.9442024231, -73.1514816284)",2021,2,4,6,2,1,14,11,29,30,51,55,73,76,53,53,4,6,3,3,4,8,8,18,19,33,30,35,33,36,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,Brachiacantha ursina,"(44.9443511963, -73.1516494751)",2021,2,4,6,2,1,14,11,29,30,51,55,73,76,53,53,4,6,3,3,4,8,8,18,19,33,30,35,33,36,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,Brachiacantha ursina,"(44.3636441, -72.7485290802)",2021,6,4,1,2,0,2,6,18,2,10,11,9,4,8,15,1,0,0,0,0,0,0,0,4,2,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,Brachiacantha ursina,"(44.1418533333, -72.8459616667)",2021,8,5,2,3,1,5,10,7,1,14,13,7,2,3,5,0,0,0,0,2,1,0,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,Brachiacantha ursina,"(44.3635137063, -72.74862564)",2021,6,4,1,2,0,2,6,18,2,10,11,9,4,8,15,1,0,0,0,0,0,0,0,4,2,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,Brachiacantha ursina,"(44.3636287596, -72.7483788765)",2021,6,4,1,2,0,2,6,18,2,10,11,9,4,8,15,1,0,0,0,0,0,0,0,4,2,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,Brachiacantha ursina,"(44.809925, -72.1992033333)",2021,0,3,1,4,6,2,10,9,6,6,7,10,4,6,7,0,0,0,0,1,0,0,2,2,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,Brachiacantha ursina,"(44.4624366667, -73.0528111667)",2021,8,6,9,11,8,13,23,16,20,31,29,24,21,18,45,1,1,1,0,0,2,1,5,5,1,1,3,6,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,Brachiacantha ursina,"(44.4649555556, -73.1890194444)",2021,16,11,17,18,19,31,32,37,32,52,49,56,39,54,88,5,3,1,0,1,3,1,6,8,4,5,4,9,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,Brachiacantha ursina,"(44.94442, -73.151275)",2021,2,4,6,2,1,14,11,29,30,51,55,73,76,53,53,4,6,3,3,4,8,8,18,19,33,30,35,33,36,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,Brachiacantha ursina,"(44.4918848, -73.1265585)",2021,15,10,14,17,13,18,29,26,29,41,45,41,27,40,64,2,3,1,0,1,3,1,6,6,3,4,4,8,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,Brachiacantha ursina,"(43.373955, -72.53202)",2021,0,0,0,0,7,5,4,10,10,9,12,6,1,7,14,0,1,0,0,4,1,3,2,2,2,3,4,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,Brachiacantha ursina,"(44.76312, -72.1469816667)",2021,0,3,1,4,6,3,9,8,5,4,6,8,4,6,7,0,0,0,0,1,0,0,2,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,Brachiacantha ursina,"(43.1295185936, -72.5268867607)",2021,4,0,7,7,18,17,18,23,32,15,19,12,27,25,37,3,5,1,3,11,4,13,10,18,7,11,10,15,11,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,Brachiacantha ursina,"(44.330415, -72.504716)",2021,3,0,2,3,5,5,13,16,5,7,7,4,12,10,14,0,0,0,0,1,0,1,2,2,3,1,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,Brachiacantha ursina,"(42.2836153256, -83.7565890514)",2021,3,7,4,7,26,16,40,19,29,14,11,7,13,12,26,6,9,16,16,31,62,94,65,114,72,65,85,89,143,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,Brachiacantha ursina,"(42.5676083333, -72.2185516667)",2021,4,2,4,2,4,2,4,2,2,9,10,13,9,10,10,6,4,4,4,1,2,5,2,5,12,10,9,6,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,Brachiacantha ursina,"(42.5676803649, -72.2184821803)",2021,4,2,4,2,4,2,4,2,2,9,10,13,9,10,10,6,4,4,4,1,2,5,2,5,12,10,9,6,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,Brachiacantha ursina,"(42.7991781, -70.8469429)",2021,68,66,45,64,76,66,80,91,72,89,87,108,105,140,221,44,51,45,40,44,36,47,51,42,55,48,47,63,62,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,Brachiacantha ursina,"(42.126522, -70.795687)",2021,11,10,13,11,11,13,16,25,12,19,22,21,20,26,35,8,18,14,8,14,18,12,13,10,17,6,13,17,38,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,Brachiacantha ursina,"(42.4443966667, -71.0838388333)",2021,9,24,28,30,49,31,49,42,33,44,39,31,30,35,51,5,5,15,7,15,3,11,10,14,10,20,15,13,24,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,Brachiacantha ursina,"(42.5792952011, -82.5811672211)",2021,3,3,0,3,6,7,11,5,19,19,13,10,5,17,13,3,2,2,2,1,10,14,10,15,31,15,19,24,24,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,Brachiacantha ursina,"(42.0275278333, -83.1950533333)",2021,1,4,3,6,7,9,13,7,14,18,14,6,5,13,15,9,14,14,19,24,25,20,34,50,50,71,59,55,91,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,Brachiacantha ursina,"(42.4528833333, -83.0654)",2021,0,0,1,0,7,2,3,2,8,4,2,2,1,4,5,0,1,0,1,3,3,4,7,12,4,6,10,10,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,Brachiacantha ursina,"(42.4503679256, -82.9682274593)",2021,0,0,0,0,7,2,2,2,9,4,2,3,1,5,7,0,0,0,3,1,2,4,8,10,4,6,8,6,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
