,Species,gps,Year,nivalis_2007_18km,nivalis_2008_18km,nivalis_2009_18km,nivalis_2010_18km,nivalis_2011_18km,nivalis_2012_18km,nivalis_2013_18km,nivalis_2014_18km,nivalis_2015_18km,nivalis_2016_18km,nivalis_2017_18km,nivalis_2018_18km,nivalis_2019_18km,nivalis_2020_18km,nivalis_2021_18km,alpestris_2007_18km,alpestris_2008_18km,alpestris_2009_18km,alpestris_2010_18km,alpestris_2011_18km,alpestris_2012_18km,alpestris_2013_18km,alpestris_2014_18km,alpestris_2015_18km,alpestris_2016_18km,alpestris_2017_18km,alpestris_2018_18km,alpestris_2019_18km,alpestris_2020_18km,alpestris_2021_18km,mexicanus_2007_18km,mexicanus_2008_18km,mexicanus_2009_18km,mexicanus_2010_18km,mexicanus_2011_18km,mexicanus_2012_18km,mexicanus_2013_18km,mexicanus_2014_18km,mexicanus_2015_18km,mexicanus_2016_18km,mexicanus_2017_18km,mexicanus_2018_18km,mexicanus_2019_18km,mexicanus_2020_18km,mexicanus_2021_18km
204,Brachiacantha ursina,"(42.2995533333, -83.7228466667)",2018,4,7,4,7,28,13,41,18,20,14,10,7,12,12,26,7,6,12,14,32,57,79,58,95,64,62,76,85,130,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Brachiacantha ursina,"(42.4059097222, -85.4009513889)",2018,0,1,2,0,3,0,3,0,5,1,2,8,3,2,4,0,5,4,5,7,4,10,11,13,19,18,88,57,54,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,Brachiacantha ursina,"(42.4058897222, -85.4009780556)",2018,0,1,2,0,3,0,3,0,5,1,2,8,3,2,4,0,5,4,5,7,4,10,11,13,19,18,88,57,54,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,Brachiacantha ursina,"(46.12917, -64.85973)",2018,0,0,0,0,0,1,2,2,2,0,2,5,1,6,3,0,0,0,0,0,1,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Brachiacantha ursina,"(45.3102471968, -76.1490253168)",2018,5,9,9,2,2,9,13,14,28,52,68,62,36,52,21,1,2,1,1,3,2,7,7,9,20,55,24,19,37,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,Brachiacantha ursina,"(45.941991191, -74.1241169078)",2018,0,0,0,0,0,0,1,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,Brachiacantha ursina,"(43.48425, -80.5638)",2018,7,13,6,10,13,29,29,17,21,30,27,25,25,25,0,11,15,15,14,23,62,104,89,96,76,71,85,127,152,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,Brachiacantha ursina,"(45.5836485988, -78.359692843)",2018,2,1,0,3,4,2,15,11,17,13,16,19,14,37,0,3,1,2,4,1,6,4,8,6,6,12,9,6,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,Brachiacantha ursina,"(45.58365, -78.3597416667)",2018,2,1,0,3,4,2,15,11,17,13,16,19,14,37,0,3,1,2,4,1,6,4,8,6,6,12,9,6,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Brachiacantha ursina,"(45.5615226353, -73.5585114232)",2018,31,22,15,18,11,21,27,34,42,63,52,73,71,86,0,7,10,11,9,1,2,7,12,9,21,18,16,24,41,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,Brachiacantha ursina,"(43.4047366667, -79.752725)",2018,9,8,5,11,14,21,11,18,19,24,15,11,18,25,44,3,4,3,5,10,23,41,38,36,63,89,65,57,58,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,Brachiacantha ursina,"(45.7681350708, -73.8076248169)",2018,17,9,8,7,8,17,32,36,38,49,50,47,32,41,0,5,3,2,2,5,12,15,13,12,25,23,32,18,21,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,Brachiacantha ursina,"(46.7844141171, -71.2701426029)",2018,29,38,19,44,38,53,62,60,90,112,107,109,66,228,0,13,3,7,5,2,11,10,19,16,32,29,24,24,35,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,Brachiacantha ursina,"(42.7642533333, -71.8559116667)",2018,6,1,3,5,2,3,2,2,3,2,3,2,1,4,7,1,1,1,1,1,0,0,1,1,1,3,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,Brachiacantha ursina,"(43.6493596609, -79.4644553784)",2018,5,8,4,4,8,16,16,17,17,21,24,29,20,46,0,6,7,8,5,5,11,23,20,21,22,30,28,50,51,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,Brachiacantha ursina,"(30.3519859314, -90.0418777466)",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Brachiacantha ursina,"(45.7797222222, -71.2797222222)",2018,0,2,1,2,0,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,Brachiacantha ursina,"(41.5380554199, -73.9524993896)",2018,1,0,0,0,0,0,2,0,0,1,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,Brachiacantha ursina,"(44.2196164001, -74.4393054675)",2018,0,1,0,0,0,0,1,0,0,0,13,1,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Brachiacantha ursina,"(41.9216033333, -70.5474166667)",2019,10,16,17,16,16,17,20,27,17,27,22,30,19,25,27,11,24,24,20,28,29,29,30,24,24,25,34,32,40,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Brachiacantha ursina,"(42.4689380183, -71.009474205)",2019,7,28,29,32,56,31,51,38,34,52,47,36,29,34,55,3,5,15,4,15,3,10,10,14,11,20,12,13,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Brachiacantha ursina,"(42.4587852074, -71.3220589474)",2019,15,14,5,11,10,14,36,26,13,17,23,16,6,22,25,6,5,2,7,5,8,9,8,11,15,13,12,5,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Brachiacantha ursina,"(42.2828524, -83.3932252)",2019,4,11,7,7,17,9,38,17,20,15,9,6,17,11,17,5,11,11,11,20,25,31,33,51,37,37,45,49,62,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,Brachiacantha ursina,"(42.2864833333, -83.7506416667)",2019,3,7,4,7,27,16,40,19,28,14,11,7,12,12,26,6,9,15,16,34,60,94,65,113,71,64,83,88,141,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Brachiacantha ursina,"(43.1297733333, -72.527265)",2019,4,0,7,7,18,17,18,23,32,15,19,12,27,25,37,3,5,1,3,11,4,13,10,18,7,11,10,15,11,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,Brachiacantha ursina,"(44.4749676287, -73.1834952029)",2019,15,13,16,19,17,28,33,37,33,54,52,58,38,59,89,5,3,1,0,1,3,1,6,8,4,5,4,9,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,Brachiacantha ursina,"(44.2666504528, -72.5513168095)",2019,3,1,3,4,5,3,13,20,6,9,11,6,11,14,14,0,0,0,0,1,0,1,2,2,3,1,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,Brachiacantha ursina,"(44.6854354045, -73.1408082694)",2019,13,13,6,8,7,13,11,14,14,24,46,30,38,27,60,2,6,0,0,1,0,0,3,3,0,11,2,9,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Brachiacantha ursina,"(44.9128630196, -73.2386645012)",2019,1,4,4,3,2,11,13,28,27,35,62,71,83,56,72,2,6,2,2,6,2,2,12,16,19,32,25,40,36,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,Brachiacantha ursina,"(44.3518616667, -73.0071638833)",2019,9,2,8,6,5,11,19,17,7,18,20,14,14,11,35,1,0,0,0,0,1,1,3,3,1,2,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Brachiacantha ursina,"(42.998679, -72.66872)",2019,3,0,3,4,12,4,4,6,12,9,6,10,10,7,18,2,2,1,2,5,3,4,5,4,4,3,1,6,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,Brachiacantha ursina,"(46.3967476654, -72.6028252782)",2019,4,4,1,5,5,5,5,10,13,20,23,18,19,27,0,1,2,0,1,1,6,2,5,8,5,10,10,4,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,Brachiacantha ursina,"(48.9401855469, -101.4161987305)",2019,0,0,0,0,0,0,0,0,1,5,11,3,4,5,8,0,1,1,0,2,5,1,7,14,10,28,18,16,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Brachiacantha ursina,"(39.2991333333, -84.6933966667)",2019,0,0,3,1,2,1,0,14,7,0,0,0,0,0,0,7,13,13,11,15,20,18,29,20,13,7,8,7,20,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Brachiacantha ursina,"(40.0646055, -82.1108333333)",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Brachiacantha ursina,"(41.5822486877, -81.1975784302)",2019,1,0,0,0,0,0,0,6,3,1,1,1,1,2,2,0,0,0,0,1,0,1,2,5,2,1,4,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,Brachiacantha ursina,"(42.3944752204, -76.5336665511)",2019,11,16,13,15,20,14,31,51,42,46,40,61,36,39,36,17,12,20,21,20,28,52,52,72,57,36,40,48,54,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,Brachiacantha ursina,"(40.8397315332, -73.4617339075)",2019,3,6,5,7,4,3,6,3,3,4,10,7,5,5,8,0,2,0,0,1,0,1,0,2,1,1,3,7,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,Brachiacantha ursina,"(42.8804366667, -73.8142916667)",2019,2,2,5,5,7,5,7,16,2,4,12,15,17,15,39,0,2,0,0,0,4,2,5,6,0,5,3,6,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Brachiacantha ursina,"(42.1924133301, -76.726890564)",2019,3,1,3,2,1,2,6,8,4,2,3,4,3,5,6,1,2,0,2,1,1,1,3,6,2,0,3,6,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Brachiacantha ursina,"(42.39364654, -76.37328238)",2019,14,24,9,21,29,20,39,61,35,47,39,60,31,38,42,17,15,19,18,27,30,63,53,58,58,42,40,40,56,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Brachiacantha ursina,"(45.1918227824, -85.1186779886)",2019,0,1,3,7,10,13,12,11,16,8,12,1,8,5,1,1,0,0,1,1,1,4,2,4,4,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Brachiacantha ursina,"(44.3246216667, -93.9543616667)",2019,0,0,0,0,0,0,0,2,0,0,1,2,0,1,1,0,2,1,2,2,0,3,3,0,3,2,3,6,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Brachiacantha ursina,"(47.1057088571, -92.7031308481)",2019,2,13,13,7,6,13,29,34,37,41,25,40,34,46,31,1,0,0,0,3,1,1,0,2,3,1,0,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,Brachiacantha ursina,"(43.1123611667, -82.507605)",2019,3,1,3,5,3,8,14,11,6,10,8,6,9,12,17,3,2,3,4,5,8,19,8,14,8,8,12,20,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,Brachiacantha ursina,"(45.1918227824, -85.1185619831)",2019,0,1,3,7,10,13,12,11,16,8,12,1,8,5,1,1,0,0,1,1,1,4,2,4,4,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Brachiacantha ursina,"(33.1683533333, -89.0322638333)",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Brachiacantha ursina,"(44.1075766667, -77.9971466667)",2019,4,2,3,2,3,2,5,4,3,2,4,4,12,14,0,4,2,3,1,5,6,8,10,1,3,4,3,7,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,Brachiacantha ursina,"(38.5739883333, -89.9361883333)",2019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,3,3,5,12,6,16,12,13,11,22,13,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,Brachiacantha ursina,"(42.8310138055, -88.4912455207)",2019,3,3,5,7,5,2,3,1,2,5,2,2,1,7,7,6,11,12,12,16,19,33,17,22,26,15,25,24,22,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,Brachiacantha ursina,"(39.72741606, -75.73465635)",2019,0,0,3,0,1,0,0,0,1,1,2,0,1,0,1,3,1,3,6,3,10,13,10,22,30,25,14,19,25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,Brachiacantha ursina,"(48.4411916667, -71.1895966667)",2019,4,10,5,3,9,6,14,21,28,69,46,47,35,42,0,1,2,2,1,2,0,1,2,3,10,6,6,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,Brachiacantha ursina,"(44.389125, -76.01548055)",2019,1,2,4,5,3,6,8,17,13,30,19,6,13,11,36,2,7,2,1,2,1,2,13,14,9,6,8,8,19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,Brachiacantha ursina,"(43.6785083333, -79.3140116667)",2019,5,8,4,5,7,11,8,15,15,15,19,23,16,32,0,5,6,4,5,5,8,21,18,19,19,25,17,31,40,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,Brachiacantha ursina,"(45.5053633333, -76.0415195)",2019,33,33,25,17,19,16,32,33,28,63,66,102,59,83,0,6,9,4,3,4,3,5,4,5,11,26,11,10,27,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,Brachiacantha ursina,"(44.2965306488, -78.2933169513)",2019,0,1,1,3,5,20,32,28,48,41,21,47,36,86,0,1,2,0,0,2,14,20,47,26,36,39,29,54,77,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Brachiacantha ursina,"(45.5589637756, -79.4552764893)",2019,1,0,1,3,0,0,1,0,1,0,1,3,0,7,0,0,0,0,2,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,Brachiacantha ursina,"(43.6594589871, -79.4785816439)",2019,5,8,4,4,7,15,15,17,17,20,24,29,19,44,0,6,8,7,5,5,11,22,22,20,24,31,28,49,49,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Brachiacantha ursina,"(45.1111551008, -72.6168397995)",2019,2,6,6,0,0,1,1,3,2,4,3,6,8,5,1,0,0,0,0,0,0,1,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,Brachiacantha ursina,"(44.9028356793, -76.0959655792)",2019,4,3,2,1,2,1,3,1,3,5,11,9,2,7,7,0,1,1,1,0,1,1,2,0,0,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Brachiacantha ursina,"(44.2249179356, -79.9692691482)",2019,0,2,0,0,0,2,4,6,13,3,7,20,25,24,3,0,1,0,1,6,1,14,12,11,18,15,23,21,34,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,Brachiacantha ursina,"(45.73470668, -65.85503697)",2019,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,Brachiacantha ursina,"(42.1656721034, -82.8286166489)",2019,0,0,0,1,3,4,16,19,9,40,20,15,18,22,58,5,5,2,1,4,17,39,32,40,71,83,74,122,154,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,Brachiacantha ursina,"(45.0683978232, -75.0092622265)",2019,1,3,14,21,24,14,14,22,14,23,43,27,21,36,15,1,4,7,15,6,4,5,17,11,13,15,10,21,21,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Brachiacantha ursina,"(45.38699007, -75.7030115606)",2019,18,18,17,18,20,38,45,32,43,69,63,67,45,98,0,4,5,5,0,4,2,11,8,8,19,22,10,7,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Brachiacantha ursina,"(43.5566635132, -80.2113952637)",2019,0,3,0,5,14,20,32,11,40,35,16,11,20,22,0,7,4,3,5,9,94,164,134,180,157,184,166,214,142,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Brachiacantha ursina,"(45.3774951, -75.7584468)",2019,23,23,25,30,32,44,75,60,71,130,187,152,163,212,0,6,12,10,6,9,11,31,36,24,58,116,56,80,101,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,Brachiacantha ursina,"(45.5358666667, -78.420975)",2019,2,1,0,3,4,2,16,11,18,13,16,17,13,40,0,3,1,3,4,1,6,4,9,7,6,12,5,5,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,Brachiacantha ursina,"(46.0440223611, -66.0512990132)",2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,Brachiacantha ursina,"(46.8370049118, -71.3092088786)",2019,27,35,19,42,35,49,53,54,80,88,77,60,45,179,0,13,3,5,4,2,10,9,18,12,30,25,14,20,32,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,Brachiacantha ursina,"(46.8360996, -71.3409743)",2019,26,34,18,42,34,50,52,54,82,91,79,66,55,181,0,12,3,5,4,2,10,9,18,11,25,23,12,20,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,Brachiacantha ursina,"(40.0394532715, -82.4889344051)",2019,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,4,0,6,5,2,5,9,4,13,12,24,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,Brachiacantha ursina,"(30.777405, -91.387055)",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,Brachiacantha ursina,"(44.9911352817, -70.717564979)",2019,0,0,0,0,0,0,0,2,1,2,1,1,0,2,1,0,0,0,0,0,0,0,2,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,Brachiacantha ursina,"(40.2769241333, -85.6706771851)",2019,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,2,1,0,1,0,0,0,3,1,5,5,4,33,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,Brachiacantha ursina,"(43.651243, -79.461997)",2020,5,8,4,4,8,16,16,17,17,21,24,29,20,46,0,6,7,8,5,5,11,23,20,21,22,30,28,50,51,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,Brachiacantha ursina,"(45.55561167, -122.83429667)",2020,1,0,1,0,2,2,0,1,0,1,1,0,1,0,0,3,1,3,1,7,13,18,12,14,18,11,17,10,10,10,0,0,0,1,2,1,0,0,0,2,6,0,8,8,1
281,Brachiacantha ursina,"(44.8848057, -75.6436404)",2020,0,2,1,1,1,1,1,2,2,1,7,19,6,16,24,0,1,0,0,0,0,0,0,5,2,3,9,16,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,Brachiacantha ursina,"(45.5490647398, -73.587259613)",2020,30,16,13,10,10,16,24,30,40,62,54,71,69,82,0,4,7,6,6,0,2,6,12,8,20,16,15,22,41,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,Brachiacantha ursina,"(39.8903484997, -75.5061079639)",2020,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2,0,1,0,2,1,2,3,8,13,9,13,15,7,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,Brachiacantha ursina,"(41.07027357, -77.22214714)",2020,0,2,0,0,0,0,0,0,2,0,0,1,2,0,2,7,6,2,1,2,2,2,1,1,3,12,6,13,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,Brachiacantha ursina,"(39.8903613321, -75.5060946663)",2020,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2,0,1,0,2,1,2,3,8,13,9,13,15,7,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,Brachiacantha ursina,"(41.4496604235, -71.5035188198)",2020,14,4,1,3,9,9,17,30,26,23,27,24,23,24,30,3,2,3,2,8,9,10,9,16,14,11,11,9,9,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,Brachiacantha ursina,"(45.8085702226, -74.9709203839)",2020,0,2,1,1,2,2,2,3,3,1,5,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,Brachiacantha ursina,"(45.4926561997, -78.7484003997)",2020,1,0,0,2,1,2,6,9,9,6,6,4,4,25,2,1,0,1,3,0,6,3,4,10,5,2,1,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,Brachiacantha ursina,"(45.5497801112, -78.6409213675)",2020,1,1,0,2,4,2,6,9,15,9,6,6,5,35,1,2,1,3,6,1,9,6,8,12,7,8,2,5,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,Brachiacantha ursina,"(45.38888, -73.6194399722)",2020,3,4,0,1,2,2,9,21,22,34,30,43,86,73,0,1,0,1,1,4,4,10,19,13,28,19,27,63,57,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,Brachiacantha ursina,"(46.2513920992, -71.7421021683)",2020,1,4,1,0,1,1,2,28,14,11,16,32,25,35,0,0,3,0,0,0,0,0,15,3,4,4,9,13,21,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,Brachiacantha ursina,"(46.9251394347, -71.196536091)",2020,12,28,16,29,24,43,35,38,52,59,55,43,36,137,0,5,3,2,4,4,8,7,16,11,23,17,7,19,34,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,Brachiacantha ursina,"(46.8381635944, -71.3014536157)",2020,27,36,19,42,35,49,53,54,80,86,76,62,46,181,0,13,3,5,4,2,10,9,18,12,30,26,15,20,32,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,Brachiacantha ursina,"(45.2261055556, -75.6766138889)",2020,10,11,9,16,22,19,54,65,62,154,195,148,169,174,0,7,14,7,7,16,13,36,61,49,88,140,71,108,131,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,Brachiacantha ursina,"(47.6767697458, -68.8596108241)",2020,9,8,10,12,22,14,16,24,26,28,17,33,32,28,0,2,1,1,0,2,0,0,7,13,8,3,1,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,Brachiacantha ursina,"(46.2268666088, -64.4694065675)",2020,1,0,0,3,6,7,6,6,2,15,8,9,3,19,18,0,0,0,0,0,2,1,2,0,2,2,3,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,Brachiacantha ursina,"(46.9089941565, -71.2263063818)",2020,15,28,17,31,28,46,37,41,61,69,57,52,39,159,0,6,3,2,4,4,8,7,17,11,28,18,8,19,34,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,Brachiacantha ursina,"(43.9835885881, -77.8693016199)",2020,6,13,15,15,12,23,16,17,19,20,20,20,20,23,0,6,8,12,5,8,14,20,14,9,18,10,15,14,21,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,Brachiacantha ursina,"(45.7056068994, -65.4789552562)",2020,0,0,0,0,0,0,1,1,0,0,0,2,6,2,5,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,Brachiacantha ursina,"(44.5022472222, -73.24665)",2020,19,15,15,17,15,22,24,27,31,43,45,43,29,49,86,2,3,1,0,1,3,0,6,4,4,6,3,6,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,Brachiacantha ursina,"(45.284675, -75.85871167)",2020,22,26,25,31,34,39,83,75,71,159,216,172,194,234,0,10,16,10,8,17,12,38,47,31,75,146,69,104,130,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,Brachiacantha ursina,"(43.6594309557, -79.4787948963)",2020,5,8,4,4,7,15,15,17,17,20,24,29,19,44,0,6,8,7,5,5,11,22,22,20,24,31,28,49,49,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,Brachiacantha ursina,"(44.99903, -77.83777)",2020,0,0,1,0,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,Brachiacantha ursina,"(43.16453617, -79.245705)",2020,1,4,2,1,13,7,11,13,16,8,11,14,17,23,9,4,6,5,6,6,4,20,15,20,14,35,68,64,79,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,Brachiacantha ursina,"(44.3635176845, -72.7486470979)",2020,6,4,1,2,0,2,6,18,2,10,11,9,4,8,15,1,0,0,0,0,0,0,0,4,2,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,Brachiacantha ursina,"(44.619136, -73.213837)",2020,20,17,12,14,15,21,16,24,25,34,36,30,28,29,58,3,6,0,0,2,1,0,7,3,2,6,2,7,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,Brachiacantha ursina,"(44.3635520573, -72.7486470974)",2020,6,4,1,2,0,2,6,18,2,10,11,9,4,8,15,1,0,0,0,0,0,0,0,4,2,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,Brachiacantha ursina,"(46.7670770467, -71.218016085)",2020,29,36,19,42,37,52,61,61,92,112,99,108,63,218,0,12,7,6,6,7,14,15,23,21,51,54,53,51,62,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,Brachiacantha ursina,"(43.8875117086, -79.9193625447)",2020,1,0,0,4,0,1,2,3,0,1,0,0,3,4,2,0,1,0,4,3,1,10,15,5,4,13,3,4,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,Brachiacantha ursina,"(46.4096597293, -80.1222006733)",2020,0,0,0,0,0,0,0,2,1,8,3,7,6,4,0,0,0,0,0,0,0,0,1,0,3,2,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,Brachiacantha ursina,"(45.2869118056, -78.9417324167)",2020,0,0,1,1,1,0,5,3,3,2,2,5,3,10,4,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,Brachiacantha ursina,"(46.3235374417, -79.4205240905)",2020,3,0,0,1,0,2,0,5,5,9,9,6,10,8,0,0,0,0,1,0,1,3,1,0,2,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
